,"total_population_cvd_death_rate_per_100,000_residents_cdc_2016_2021"
969,195.66666666666666
970,201.79999999999998
971,222.86666666666665
972,227.70000000000002
973,204.26666666666665
974,177.16666666666666
975,228.33333333333334
976,237.46666666666667
977,217.5
978,190.1
979,188.29999999999998
980,215.13333333333333
981,217.03333333333333
982,207.63333333333333
983,188.63333333333335
984,230.9
985,187.36666666666665
986,200.33333333333334
987,205.83333333333334
988,183.73333333333335
989,205.76666666666665
990,195.19999999999996
991,273.46666666666664
992,261.3
993,255.86666666666667
994,293.06666666666666
995,259.1333333333333
996,240.5333333333333
997,282.4666666666667
998,268.1666666666667
999,326.6333333333333
1000,375.4666666666667
1001,199.13333333333333
1002,265.0333333333333
1003,312.9
1004,239.83333333333334
1005,272.23333333333335
1006,457.3999999999999
1007,241.4333333333333
1008,203.76666666666665
1009,262.93333333333334
1010,319.1666666666667
1011,274.8333333333333
1012,224.89999999999998
1013,266.26666666666665
1014,282.36666666666673
1015,286.1666666666667
1016,246.86666666666667
1017,306.1333333333333
1018,290.3666666666667
1019,356.5
1020,280.6666666666667
1021,336.3333333333333
1022,311.59999999999997
1023,256.23333333333335
1024,249.03333333333333
1025,249.76666666666665
1026,311.2333333333333
1027,197.96666666666667
1028,289.2333333333333
1029,339.90000000000003
1030,263.3
1031,376.8333333333333
1032,286.40000000000003
1033,232.4
1034,274.59999999999997
1035,271.23333333333335
1036,257.2666666666667
1037,289.8
1038,269.3333333333333
1039,267.06666666666666
1040,213.4333333333333
1041,426.43333333333334
1042,302.03333333333336
1043,284.03333333333336
1044,252.26666666666665
1045,221.0
1046,293.1333333333334
1047,314.50000000000006
1048,353.06666666666666
1049,230.79999999999998
1050,196.66666666666666
1051,323.66666666666663
1052,214.80000000000004
1053,305.56666666666666
1054,288.5
1055,242.53333333333333
1056,300.3666666666666
1057,300.8666666666667
1058,359.1333333333334
1059,365.9333333333334
1060,303.1333333333334
1061,308.06666666666666
1062,255.60000000000002
1063,274.73333333333335
1064,264.5
1065,269.3
1066,243.0
1067,320.3333333333333
1068,239.4333333333333
1069,257.1666666666667
1070,302.1666666666667
1071,304.8666666666666
1072,248.33333333333334
1073,333.8333333333333
1074,279.86666666666673
1075,233.9
1076,260.5
1077,244.0
1078,297.9666666666667
1079,321.8333333333333
1080,314.06666666666666
1081,250.86666666666667
1082,306.1333333333334
1083,232.53333333333333
1084,311.1333333333333
1085,294.0
1086,189.46666666666667
1087,270.40000000000003
1088,382.8666666666666
1089,254.16666666666666
1090,463.6666666666667
1091,308.6666666666667
1092,369.6666666666667
1093,267.8
1094,314.9666666666667
1095,280.06666666666666
1096,258.06666666666666
1097,287.06666666666666
1098,286.93333333333334
1099,212.0666666666667
1100,287.5333333333333
1101,228.36666666666667
1102,289.2
1103,288.03333333333336
1104,303.23333333333335
1105,279.1
1106,261.3
1107,246.93333333333337
1108,242.26666666666665
1109,265.06666666666666
1110,301.3
1111,382.0
1112,452.7
1113,213.63333333333335
1114,320.7
1115,308.76666666666665
1116,239.86666666666665
1117,280.6333333333334
1118,356.3666666666666
1119,324.3666666666667
1120,274.1333333333333
1121,254.76666666666665
1122,248.5
1123,371.9666666666667
1124,430.2
1125,340.3
1126,403.1333333333334
1127,268.7
1128,355.6333333333334
1129,262.7666666666667
1130,271.2666666666667
1131,331.7
1132,343.93333333333334
1133,323.90000000000003
1134,489.6333333333334
1135,297.3333333333333
1136,341.7
1137,262.09999999999997
1138,297.1666666666667
1139,332.9666666666667
1140,234.29999999999998
1141,254.80000000000004
1142,253.66666666666666
1143,305.90000000000003
1144,219.1
1145,260.7666666666667
1146,392.73333333333335
1147,401.59999999999997
1148,309.03333333333336
1149,233.1
1150,241.63333333333333
1151,231.80000000000004
1152,313.6666666666667
1153,360.5
1154,262.29999999999995
1155,360.59999999999997
1156,291.3666666666667
1157,233.5
1158,253.66666666666666
1159,282.5333333333333
1160,273.7
1161,315.8333333333333
1162,330.59999999999997
1163,304.4666666666667
1164,295.59999999999997
1165,211.83333333333334
1166,301.8333333333333
1167,419.3666666666666
1168,277.26666666666665
1169,250.46666666666667
1170,326.56666666666666
1171,348.73333333333335
1172,313.3333333333333
1173,309.3333333333333
1174,238.93333333333337
1175,346.8666666666666
1176,221.86666666666667
1177,344.5333333333333
1178,220.66666666666666
1179,209.9
1180,171.29999999999998
1181,207.36666666666667
1182,191.4
1183,216.83333333333334
1184,199.53333333333333
1185,187.20000000000002
1186,190.0666666666667
1187,215.23333333333335
1188,220.9333333333333
1189,186.0666666666667
1190,224.9
1191,213.23333333333332
1192,225.4
1193,170.9333333333333
1194,276.46666666666664
1195,222.70000000000002
1196,241.73333333333335
1197,307.6333333333334
1198,225.33333333333334
1199,258.8666666666666
1200,216.33333333333334
1201,277.66666666666663
1202,227.63333333333335
1203,287.23333333333335
1204,201.19999999999996
1205,272.4666666666667
1206,220.53333333333333
1207,162.3
1208,230.73333333333332
1209,138.66666666666666
1210,234.63333333333335
1211,209.66666666666666
1212,344.93333333333334
1213,219.79999999999998
1214,193.70000000000002
1215,248.86666666666665
1216,327.6666666666667
1217,243.16666666666666
1218,176.26666666666665
1219,197.4333333333333
1220,183.33333333333334
1221,168.83333333333334
1222,171.23333333333335
1223,187.66666666666666
1224,199.76666666666665
1225,182.73333333333335
1226,151.70000000000002
1227,172.36666666666667
1228,155.6
1229,176.76666666666665
1230,154.96666666666667
1231,184.4333333333333
1232,292.43333333333334
1233,220.9333333333333
1234,210.5333333333333
1235,282.6666666666667
1236,222.5666666666667
1237,287.0333333333333
1238,222.70000000000002
1239,228.1
1240,279.43333333333334
1241,205.79999999999998
1242,286.09999999999997
1243,247.86666666666667
1244,262.3
1245,248.16666666666666
1246,223.9
1247,241.9333333333333
1248,219.4
1249,304.5
1250,213.0666666666667
1251,250.76666666666665
1252,236.0666666666667
1253,218.16666666666666
1254,234.66666666666666
1255,228.23333333333335
1256,295.06666666666666
1257,286.23333333333335
1258,239.23333333333335
1259,221.0
1260,275.3
1261,270.73333333333335
1262,226.73333333333335
1263,268.8666666666667
1264,222.23333333333335
1265,233.0
1266,289.43333333333334
1267,223.86666666666665
1268,268.76666666666665
1269,275.90000000000003
1270,212.36666666666665
1271,265.3333333333333
1272,220.30000000000004
1273,215.16666666666666
1274,244.4666666666667
1275,271.93333333333334
1276,195.70000000000002
1277,273.8333333333333
1278,234.13333333333333
1279,217.4666666666667
1280,219.86666666666667
1281,256.6666666666667
1282,229.5666666666667
1283,218.79999999999998
1284,236.53333333333333
1285,262.2
1286,242.6
1287,207.4
1288,267.8666666666667
1289,251.19999999999996
1290,237.20000000000002
1291,268.8666666666666
1292,229.16666666666666
1293,228.96666666666667
1294,243.46666666666667
1295,234.6
1296,287.06666666666666
1297,236.5
1298,248.86666666666667
1299,280.6333333333333
1300,249.16666666666666
1301,192.0
1302,266.0
1303,284.1666666666667
1304,236.5666666666667
1305,278.43333333333334
1306,232.73333333333335
1307,273.3
1308,278.1333333333333
1309,254.9
1310,260.1666666666667
1311,258.03333333333336
1312,209.1
1313,317.8
1314,241.23333333333335
1315,191.4
1316,144.4
1317,175.33333333333334
1318,185.23333333333335
1319,179.46666666666667
1320,204.6
1321,177.26666666666665
1322,161.06666666666666
1323,204.70000000000002
1324,144.9333333333333
1325,165.53333333333333
1326,178.69999999999996
1327,178.16666666666666
1328,174.4333333333333
1329,200.9333333333333
1330,150.13333333333333
1331,206.70000000000002
1332,163.79999999999998
1333,146.70000000000002
1334,187.76666666666665
1335,177.29999999999998
1336,206.0666666666667
1337,197.76666666666665
1338,199.26666666666665
1339,191.73333333333335
1340,191.03333333333333
1341,151.66666666666666
1342,192.5
1343,170.53333333333333
1344,182.36666666666667
1345,189.76666666666665
1346,197.66666666666666
1347,191.83333333333334
1348,161.83333333333334
1349,198.83333333333334
1350,189.9333333333333
1351,195.46666666666667
1352,183.0333333333333
1353,202.63333333333335
1354,168.73333333333335
1355,185.1
1356,167.63333333333333
1357,203.20000000000002
1358,197.76666666666665
1359,192.1
1360,178.0333333333333
1361,173.26666666666665
1362,190.73333333333335
1363,158.63333333333335
1364,199.0
1365,177.23333333333335
1366,168.33333333333334
1367,179.4
1368,181.26666666666665
1369,169.4
1370,199.16666666666666
1371,190.79999999999998
1372,199.23333333333335
1373,197.36666666666667
1374,202.30000000000004
1375,167.83333333333334
1376,172.0666666666667
1377,196.20000000000002
1378,188.6
1379,172.4
1380,164.13333333333333
1381,208.16666666666666
1382,210.9333333333333
1383,150.60000000000002
1384,156.03333333333333
1385,156.23333333333332
1386,190.03333333333333
1387,146.03333333333333
1388,186.76666666666668
1389,190.6
1390,182.1
1391,147.4
1392,233.66666666666666
1393,180.1
1394,199.0666666666667
1395,187.33333333333334
1396,145.76666666666668
1397,195.36666666666667
1398,214.6
1399,189.46666666666667
1400,157.63333333333333
1401,175.6
1402,269.76666666666665
1403,339.53333333333336
1404,335.3666666666666
1405,302.9
1406,297.83333333333337
1407,379.4666666666667
1408,355.3
1409,295.56666666666666
1410,303.36666666666673
1411,303.2
1412,385.56666666666666
1413,365.8999999999999
1414,290.09999999999997
1415,363.8666666666666
1416,315.23333333333335
1417,362.96666666666664
1418,271.00000000000006
1419,287.59999999999997
1420,304.0
1421,372.2
1422,329.93333333333334
1423,398.8333333333333
1424,258.59999999999997
1425,335.1666666666667
1426,312.40000000000003
1427,397.3333333333333
1428,400.7
1429,299.3333333333333
1430,316.3
1431,281.59999999999997
1432,330.3333333333333
1433,326.8
1434,295.09999999999997
1435,311.59999999999997
1436,314.59999999999997
1437,282.7
1438,223.1
1439,344.1333333333334
1440,331.46666666666664
1441,293.23333333333335
1442,290.5333333333333
1443,477.09999999999997
1444,329.5333333333333
1445,300.26666666666665
1446,282.2666666666667
1447,318.7
1448,280.7666666666667
1449,294.53333333333336
1450,352.2
1451,414.59999999999997
1452,325.06666666666666
1453,329.93333333333334
1454,266.03333333333336
1455,375.4666666666667
