,"total_population_cvd_death_rate_per_100,000_residents_cdc_2016_2021"
1456,284.59999999999997
1457,291.3333333333333
1458,385.76666666666665
1459,262.76666666666665
1460,324.3
1461,373.2
1462,227.0666666666667
1463,302.8
1464,328.46666666666664
1465,308.0
1466,258.3666666666666
1467,300.8666666666667
1468,344.59999999999997
1469,339.2333333333333
1470,313.73333333333335
1471,326.3666666666666
1472,384.6666666666667
1473,445.59999999999997
1474,305.40000000000003
1475,331.0
1476,310.43333333333334
1477,342.7
1478,305.46666666666664
1479,374.06666666666666
1480,370.8999999999999
1481,313.5
1482,412.59999999999997
1483,266.4
1484,223.76666666666665
1485,228.46666666666667
1486,215.80000000000004
1487,257.6
1488,288.43333333333334
1489,278.8333333333333
1490,263.93333333333334
1491,242.06666666666663
1492,279.3
1493,199.26666666666665
1494,259.4666666666667
1495,286.7
1496,227.4
1497,224.5
1498,194.96666666666667
1499,271.03333333333336
1500,260.43333333333334
1501,296.7
1502,211.80000000000004
1503,276.2
1504,250.23333333333335
1505,207.29999999999998
1506,273.73333333333335
1507,195.16666666666666
1508,242.13333333333333
1509,215.4
1510,272.5
1511,344.8
1512,271.8333333333333
1513,261.1666666666667
1514,252.63333333333333
1515,239.23333333333335
1516,265.2
1517,302.9
1518,376.5
1519,245.53333333333333
1520,235.6
1521,225.9333333333333
1522,248.36666666666665
1523,244.6
1524,254.0666666666667
1525,286.76666666666665
1526,224.13333333333333
1527,214.10000000000002
1528,251.53333333333333
1529,280.76666666666665
1530,348.1666666666667
1531,224.29999999999998
1532,286.6666666666667
1533,252.36666666666667
1534,246.36666666666665
1535,250.19999999999996
1536,299.8333333333333
1537,244.76666666666665
1538,279.8333333333333
1539,288.3333333333333
1540,233.76666666666665
1541,282.23333333333335
1542,218.63333333333335
1543,268.1333333333334
1544,290.1666666666667
1545,262.1666666666667
1546,252.16666666666666
1547,268.1333333333334
1548,257.8333333333333
1549,261.40000000000003
1550,363.0333333333333
1551,260.63333333333327
1552,254.33333333333334
1553,299.00000000000006
1554,289.40000000000003
1555,337.0
1556,285.09999999999997
1557,217.26666666666665
1558,285.03333333333336
1559,211.0
1560,260.23333333333335
1561,418.6666666666667
1562,253.23333333333335
1563,265.56666666666666
1564,246.33333333333334
1565,263.26666666666665
1566,187.60000000000002
1567,258.46666666666664
1568,261.9666666666667
1569,237.5666666666667
1570,247.4
1571,285.7333333333333
1572,239.5666666666667
1573,299.1666666666667
1574,308.3666666666667
1575,253.36666666666667
1576,223.23333333333335
1577,226.9
1578,309.43333333333334
1579,282.6333333333334
1580,277.90000000000003
1581,192.6
1582,271.93333333333334
1583,283.8
1584,234.56666666666663
1585,283.7
1586,244.16666666666666
1587,292.76666666666665
1588,263.6333333333333
1589,260.43333333333334
1590,319.59999999999997
1591,283.2
1592,269.3666666666666
1593,212.4333333333333
1594,346.06666666666666
1595,282.76666666666665
1596,273.90000000000003
1597,228.16666666666666
1598,328.1666666666667
1599,198.83333333333334
1600,246.53333333333333
1601,256.1333333333333
1602,185.4333333333333
1603,185.9
1604,208.0
1605,190.4
1606,194.63333333333335
1607,211.53333333333333
1608,242.4
1609,196.0
1610,251.76666666666665
1611,200.9
1612,231.6
1613,199.5
1614,165.5666666666667
1615,214.79999999999998
1616,231.6
1617,224.20000000000002
1618,202.0
1619,281.0
1620,225.66666666666666
1621,197.1
1622,199.5666666666667
1623,193.4666666666667
1624,203.79999999999998
1625,194.26666666666665
1626,171.70000000000002
1627,222.4666666666667
1628,180.0666666666667
1629,206.9333333333333
1630,198.23333333333335
1631,227.73333333333335
1632,170.0
1633,232.6
1634,238.0666666666667
1635,199.9333333333333
1636,209.06666666666663
1637,206.9
1638,196.23333333333335
1639,196.5
1640,209.5666666666667
1641,320.8666666666667
1642,228.0666666666667
1643,200.13333333333333
1644,186.19999999999996
1645,277.9666666666667
1646,199.66666666666666
1647,177.23333333333335
1648,192.79999999999998
1649,236.36666666666667
1650,228.0
1651,247.19999999999996
1652,222.23333333333335
1653,211.36666666666667
1654,225.70000000000002
1655,198.13333333333335
1656,207.86666666666665
1657,194.0666666666667
1658,189.66666666666666
1659,210.23333333333335
1660,214.6
1661,209.76666666666665
1662,261.56666666666666
1663,206.96666666666667
1664,197.4333333333333
1665,205.33333333333334
1666,194.96666666666667
1667,190.20000000000002
1668,202.9
1669,172.23333333333335
1670,170.43333333333334
1671,210.26666666666665
1672,209.9
1673,177.5666666666667
1674,217.63333333333335
1675,198.6
1676,192.53333333333333
1677,226.46666666666667
1678,196.83333333333334
1679,181.20000000000002
1680,219.16666666666666
1681,194.46666666666667
1682,193.66666666666666
1683,190.86666666666665
1684,215.46666666666667
1685,202.66666666666666
1686,207.4333333333333
1687,209.69999999999996
1688,200.0666666666667
1689,208.26666666666665
1690,217.46666666666667
1691,204.36666666666667
1692,215.13333333333333
1693,188.13333333333333
1694,198.23333333333335
1695,198.53333333333333
1696,208.13333333333333
1697,199.20000000000002
1698,214.86666666666665
1699,206.66666666666666
1700,195.9666666666667
1701,196.1
1702,222.5
1703,197.83333333333334
1704,191.86666666666665
1705,178.83333333333334
1706,211.6
1707,178.53333333333333
1708,205.26666666666665
1709,191.33333333333334
1710,200.69999999999996
1711,207.5
1712,228.1
1713,213.5
1714,190.63333333333333
1715,200.0
1716,207.36666666666667
1717,227.66666666666666
1718,214.36666666666667
1719,211.73333333333335
1720,193.5
1721,210.5
1722,188.89999999999998
1723,192.96666666666667
1724,198.66666666666666
1725,200.70000000000002
1726,202.33333333333334
1727,220.70000000000002
1728,228.66666666666666
1729,247.1
1730,209.60000000000002
1731,180.5666666666667
1732,192.96666666666667
1733,195.80000000000004
1734,200.5666666666667
1735,213.19999999999996
1736,188.9
1737,196.13333333333333
1738,195.20000000000002
1739,231.4
1740,176.79999999999998
1741,284.2
1742,205.76666666666665
1743,191.23333333333335
1744,188.1
1745,209.66666666666666
1746,197.83333333333334
1747,220.1
1748,295.46666666666664
1749,269.1333333333333
1750,253.29999999999998
1751,183.66666666666666
1752,212.83333333333334
1753,234.0
1754,254.46666666666667
1755,241.4666666666667
1756,253.79999999999998
1757,228.53333333333333
1758,261.73333333333335
1759,270.3
1760,293.8666666666666
1761,250.30000000000004
1762,238.0666666666667
1763,249.20000000000002
1764,213.5
1765,196.5
1766,180.83333333333334
1767,189.86666666666667
1768,225.83333333333334
1769,188.33333333333334
1770,186.73333333333335
1771,188.4333333333333
1772,183.66666666666666
1773,192.5
1774,189.03333333333333
1775,248.33333333333334
1776,168.63333333333333
1777,221.5666666666667
1778,238.53333333333333
1779,254.80000000000004
1780,285.3666666666666
1781,211.4
1782,245.86666666666667
1783,185.1
1784,165.2
1785,203.76666666666665
1786,187.73333333333335
1787,202.83333333333334
1788,177.86666666666667
1789,241.0
1790,199.29999999999998
1791,271.8666666666667
1792,171.6
1793,215.33333333333334
1794,194.16666666666666
1795,217.4
1796,203.73333333333335
1797,205.53333333333333
1798,283.09999999999997
1799,202.0
1800,164.06666666666666
1801,236.36666666666667
1802,255.26666666666665
1803,188.5666666666667
1804,251.13333333333333
1805,203.0666666666667
1806,213.6
1807,174.4333333333333
1808,222.79999999999998
1809,263.2333333333333
1810,200.16666666666666
1811,143.76666666666668
1812,259.09999999999997
1813,193.26666666666665
1814,144.83333333333334
1815,216.73333333333335
1816,255.5
1817,188.43333333333337
1818,237.19999999999996
1819,187.80000000000004
1820,166.96666666666667
1821,190.0666666666667
1822,142.79999999999998
1823,234.76666666666665
1824,211.0666666666667
1825,138.1
1826,213.76666666666665
1827,214.0
1828,204.5
1829,208.86666666666667
1830,212.9333333333333
1831,251.70000000000002
1832,217.83333333333334
1833,246.79999999999998
1834,220.16666666666666
1835,238.9
1836,257.0333333333333
1837,280.90000000000003
1838,212.79999999999998
1839,203.66666666666666
1840,209.73333333333335
1841,240.6
1842,209.36666666666665
1843,223.66666666666666
1844,188.9
1845,217.6
1846,234.86666666666665
1847,210.9
1848,221.19999999999996
1849,209.26666666666665
1850,227.70000000000002
1851,232.4333333333333
1852,236.03333333333333
1853,229.1
1854,187.9
1855,182.5666666666667
1856,178.23333333333332
1857,240.5666666666667
1858,218.69999999999996
1859,169.0
1860,259.0333333333333
1861,225.30000000000004
1862,201.4333333333333
1863,178.19999999999996
1864,198.53333333333333
1865,231.96666666666667
1866,229.13333333333333
1867,219.76666666666665
1868,187.4333333333333
1869,214.9333333333333
1870,220.70000000000002
1871,267.7333333333333
1872,179.83333333333334
1873,190.16666666666666
1874,227.9333333333333
1875,211.26666666666665
1876,232.83333333333334
1877,199.80000000000004
1878,228.1
1879,226.03333333333333
1880,213.0666666666667
1881,213.0666666666667
1882,203.53333333333333
1883,170.83333333333334
1884,207.96666666666667
1885,203.66666666666666
1886,221.03333333333333
1887,194.63333333333335
1888,180.4666666666667
1889,227.36666666666665
1890,197.86666666666667
1891,223.33333333333334
1892,217.70000000000002
1893,216.36666666666665
1894,283.1333333333334
1895,203.83333333333334
1896,224.73333333333335
1897,241.4
1898,258.1666666666667
1899,260.5
1900,189.96666666666667
1901,199.0666666666667
1902,231.86666666666665
1903,207.03333333333333
1904,246.0
1905,241.46666666666667
1906,232.73333333333335
1907,228.6
1908,219.9
1909,158.56666666666666
1910,229.70000000000002
1911,249.20000000000002
1912,214.26666666666665
1913,258.8
1914,314.90000000000003
1915,228.5333333333333
1916,241.5
1917,234.69999999999996
1918,202.73333333333335
1919,230.83333333333334
1920,206.70000000000002
1921,240.53333333333333
1922,168.9
1923,305.7
1924,204.53333333333333
1925,224.9
1926,236.39999999999998
1927,238.1
1928,222.4333333333333
1929,205.16666666666666
1930,263.8333333333333
1931,197.0666666666667
1932,274.1333333333333
1933,239.5666666666667
1934,218.16666666666666
1935,190.13333333333333
1936,235.9
1937,257.09999999999997
1938,222.70000000000002
1939,217.70000000000002
1940,205.5
1941,231.0666666666667
1942,238.0
1943,218.1
1944,322.1666666666667
1945,210.6
1946,209.03333333333333
1947,241.66666666666666
1948,283.76666666666665
1949,222.5
1950,178.83333333333334
1951,257.6333333333334
1952,232.46666666666667
1953,186.03333333333333
1954,270.1333333333334
1955,194.33333333333334
1956,239.13333333333333
1957,240.03333333333333
1958,144.86666666666665
1959,230.29999999999998
1960,293.43333333333334
1961,231.76666666666665
1962,262.8333333333333
1963,212.5
1964,244.1
1965,202.83333333333334
1966,251.5666666666667
1967,320.8666666666667
1968,300.06666666666666
1969,248.66666666666666
1970,256.23333333333335
1971,264.96666666666664
1972,249.5333333333333
1973,279.09999999999997
1974,265.3333333333333
1975,221.36666666666667
1976,226.16666666666666
1977,253.9333333333333
1978,178.70000000000002
1979,245.0
1980,178.70000000000002
1981,262.93333333333334
1982,176.80000000000004
1983,251.20000000000002
1984,256.6333333333334
1985,173.13333333333335
1986,286.3666666666667
1987,218.26666666666665
1988,260.2
1989,217.46666666666667
1990,210.03333333333333
1991,216.46666666666667
1992,176.83333333333334
1993,252.4333333333333
1994,182.20000000000002
1995,246.53333333333333
1996,201.1
1997,168.46666666666667
1998,177.9666666666667
1999,171.1
2000,187.96666666666667
2001,193.53333333333333
2002,196.83333333333334
2003,188.5666666666667
2004,248.79999999999998
2005,178.9333333333333
2006,220.76666666666665
2007,202.4333333333333
2008,199.6
2009,199.6
2010,208.03333333333333
2011,175.0
2012,180.79999999999998
2013,185.83333333333334
2014,188.26666666666665
2015,189.76666666666665
2016,194.20000000000002
2017,222.66666666666666
2018,201.76666666666665
2019,174.4333333333333
2020,224.16666666666666
2021,345.2666666666667
2022,214.20000000000002
2023,175.63333333333333
2024,183.0
2025,210.53333333333333
2026,244.29999999999998
2027,181.63333333333333
2028,188.9
2029,183.76666666666665
2030,317.1333333333334
2031,194.70000000000002
2032,178.5
2033,379.4666666666667
2034,179.36666666666665
2035,178.63333333333333
2036,178.4
2037,200.66666666666666
2038,221.4
2039,183.79999999999998
2040,201.83333333333334
2041,177.46666666666667
2042,224.29999999999998
2043,211.63333333333335
2044,305.00000000000006
2045,270.59999999999997
2046,258.3666666666666
2047,280.56666666666666
2048,246.86666666666667
2049,270.06666666666666
2050,287.5333333333333
2051,279.6333333333333
2052,239.96666666666667
2053,253.13333333333335
2054,248.66666666666666
2055,297.93333333333334
2056,232.53333333333333
2057,262.99999999999994
2058,263.9
2059,255.86666666666667
2060,273.1666666666667
2061,259.8666666666666
2062,268.96666666666664
2063,235.1
2064,192.5666666666667
2065,249.96666666666667
2066,237.43333333333337
2067,310.4666666666667
2068,236.63333333333333
2069,239.5666666666667
2070,296.3
2071,193.9333333333333
2072,234.23333333333335
2073,287.56666666666666
2074,245.03333333333333
2075,222.33333333333334
2076,269.90000000000003
2077,284.1333333333333
2078,237.83333333333334
2079,266.0
2080,264.09999999999997
2081,244.86666666666665
2082,262.5
2083,313.90000000000003
2084,308.8333333333333
2085,252.79999999999998
2086,239.29999999999998
2087,292.73333333333335
2088,233.5
2089,274.6666666666667
2090,218.89999999999998
2091,283.7
2092,242.23333333333335
2093,284.40000000000003
2094,272.46666666666664
2095,208.73333333333335
2096,277.8
2097,313.2666666666667
2098,283.43333333333334
2099,249.76666666666665
2100,271.8666666666667
2101,230.06666666666663
2102,237.23333333333335
2103,241.86666666666665
2104,190.5666666666667
2105,251.0
2106,236.66666666666666
2107,273.8333333333333
2108,257.9666666666667
2109,293.26666666666665
2110,260.90000000000003
2111,303.5
2112,226.53333333333333
2113,265.93333333333334
2114,260.59999999999997
2115,251.96666666666667
2116,324.3666666666666
2117,284.8666666666667
2118,268.7666666666667
2119,238.63333333333333
2120,244.13333333333333
2121,276.8666666666666
2122,245.43333333333337
2123,233.5666666666667
2124,244.80000000000004
2125,268.5333333333333
2126,225.86666666666667
2127,220.9333333333333
2128,236.79999999999998
2129,232.86666666666667
2130,258.66666666666663
2131,250.79999999999998
2132,360.73333333333335
2133,274.53333333333336
2134,320.26666666666665
2135,293.46666666666664
2136,288.26666666666665
2137,286.73333333333335
2138,282.59999999999997
2139,308.5
2140,231.03333333333333
2141,304.8666666666666
2142,311.03333333333336
2143,339.5
2144,262.03333333333336
2145,227.5
2146,385.73333333333335
2147,265.0
2148,275.8333333333333
2149,350.43333333333334
2150,308.2333333333333
2151,305.8666666666667
2152,298.1333333333333
2153,299.5
2154,266.00000000000006
2155,283.7333333333333
2156,314.93333333333334
2157,273.3666666666667
2158,280.1666666666667
2159,287.03333333333336
2160,276.9
2161,283.29999999999995
2162,373.40000000000003
2163,361.0
2164,273.1333333333333
2165,317.73333333333335
2166,272.09999999999997
2167,298.56666666666666
2168,249.9333333333333
2169,315.56666666666666
2170,328.03333333333336
2171,353.8
2172,283.4666666666667
2173,239.4
2174,259.8666666666667
2175,278.59999999999997
2176,260.0
2177,317.26666666666665
2178,273.7666666666667
2179,349.73333333333335
2180,375.76666666666665
2181,314.90000000000003
2182,420.26666666666665
2183,278.1333333333333
2184,299.76666666666665
2185,349.8666666666666
2186,275.29999999999995
2187,362.3666666666666
2188,257.76666666666665
2189,382.0333333333333
2190,326.4
2191,252.6
2192,362.7
2193,310.8333333333333
2194,329.1666666666667
2195,361.23333333333335
2196,264.8666666666666
2197,286.26666666666665
2198,357.1666666666667
2199,351.7
2200,309.1666666666667
2201,324.33333333333337
2202,273.93333333333334
2203,303.2
2204,260.6666666666667
2205,306.6333333333333
2206,301.26666666666665
2207,279.40000000000003
2208,286.0
2209,218.4333333333333
2210,165.86666666666667
2211,179.5
2212,190.1
2213,201.23333333333335
2214,232.60000000000002
2215,197.70000000000002
2216,231.63333333333333
2217,168.79999999999998
2218,208.4
2219,198.36666666666667
2220,203.36666666666667
2221,208.29999999999998
2222,195.36666666666667
2223,178.5
2224,210.26666666666665
2225,192.83333333333334
2226,226.6
2227,224.76666666666665
2228,198.5
2229,193.80000000000004
2230,240.63333333333333
2231,232.4333333333333
2232,189.79999999999998
2233,193.66666666666666
2234,197.5
2235,167.96666666666667
2236,204.4666666666667
2237,189.26666666666665
2238,196.63333333333335
2239,199.0666666666667
2240,194.13333333333335
2241,200.80000000000004
2242,165.23333333333332
2243,215.20000000000002
2244,198.33333333333334
2245,209.6
2246,237.0
2247,234.0
2248,248.0666666666667
2249,246.73333333333335
2250,225.73333333333335
2251,260.56666666666666
2252,225.33333333333334
2253,182.76666666666665
2254,226.73333333333335
2255,239.86666666666665
2256,233.29999999999998
2257,233.70000000000002
2258,192.1
2259,190.73333333333335
2260,241.73333333333335
2261,230.9666666666667
2262,233.26666666666665
2263,225.80000000000004
2264,249.9
2265,212.86666666666667
2266,220.46666666666667
2267,219.5
2268,225.63333333333335
2269,214.9666666666667
2270,289.76666666666665
2271,244.73333333333335
2272,206.0666666666667
2273,240.76666666666665
2274,279.6333333333334
2275,215.4333333333333
2276,230.70000000000002
2277,231.73333333333335
2278,218.9333333333333
2279,260.59999999999997
2280,200.03333333333333
2281,260.90000000000003
2282,238.29999999999998
2283,192.9
2284,250.79999999999998
2285,208.63333333333335
2286,247.4
2287,256.59999999999997
2288,209.33333333333334
2289,224.86666666666667
2290,201.26666666666665
2291,200.29999999999998
2292,189.83333333333334
2293,247.4
2294,214.36666666666665
2295,262.9666666666667
2296,194.0
2297,216.63333333333333
2298,296.5
2299,196.4
2300,236.23333333333335
2301,234.9
2302,223.0
2303,217.5
2304,183.1
2305,248.1
2306,218.0666666666667
2307,223.86666666666667
2308,238.53333333333333
2309,228.6
2310,258.6666666666667
2311,200.76666666666665
2312,188.4
2313,206.6
2314,159.33333333333334
2315,208.36666666666667
2316,187.73333333333335
2317,234.83333333333334
2318,233.26666666666668
2319,314.3666666666667
2320,245.66666666666666
2321,304.8
2322,272.76666666666665
2323,137.03333333333333
2324,198.9333333333333
2325,232.03333333333333
2326,189.1
2327,316.1333333333334
2328,288.20000000000005
2329,320.8
2330,254.39999999999998
2331,330.43333333333334
2332,390.3999999999999
2333,344.4666666666667
2334,209.6
2335,223.80000000000004
2336,264.53333333333336
2337,325.90000000000003
2338,246.13333333333333
2339,204.6
2340,236.46666666666667
2341,292.0
2342,231.36666666666667
2343,205.36666666666667
2344,225.76666666666665
2345,218.79999999999998
2346,245.66666666666666
2347,368.3333333333333
2348,214.86666666666667
2349,363.23333333333335
2350,409.93333333333334
2351,215.36666666666667
2352,233.5666666666667
2353,233.5666666666667
2354,243.9333333333333
2355,256.09999999999997
2356,231.83333333333334
2357,226.6
2358,241.83333333333334
2359,249.9333333333333
2360,296.56666666666666
2361,260.7
2362,205.29999999999998
2363,223.73333333333335
2364,211.5
2365,292.0333333333333
2366,211.76666666666665
2367,198.20000000000002
2368,195.23333333333335
2369,227.19999999999996
2370,368.3333333333333
2371,197.16666666666666
2372,234.76666666666665
2373,227.43333333333337
2374,199.76666666666665
2375,225.26666666666665
2376,199.6
2377,312.8333333333333
2378,188.0666666666667
2379,218.1
2380,199.70000000000002
2381,192.63333333333333
2382,277.7
2383,221.36666666666667
2384,195.0666666666667
2385,257.06666666666666
2386,198.76666666666665
2387,203.5666666666667
2388,251.73333333333335
2389,193.0
2390,194.53333333333333
2391,238.29999999999998
2392,230.0
2393,219.16666666666666
2394,183.83333333333334
2395,223.20000000000002
2396,225.9
2397,238.9333333333333
2398,226.86666666666667
2399,212.53333333333333
2400,198.26666666666665
2401,207.36666666666665
2402,187.73333333333335
2403,144.16666666666666
2404,250.4
2405,192.4
2406,233.1
2407,195.10000000000002
2408,186.33333333333334
2409,271.43333333333334
2410,212.29999999999998
2411,217.46666666666667
2412,214.33333333333334
2413,26.933333333333337
2414,200.4
2415,192.10000000000002
2416,185.4333333333333
2417,212.4
2418,216.0666666666667
2419,202.4666666666667
2420,147.03333333333333
2421,172.4
2422,282.2666666666667
2423,237.66666666666666
2424,254.96666666666667
2425,171.23333333333335
2426,208.0666666666667
2427,216.26666666666668
2428,176.96666666666667
2429,256.90000000000003
2430,312.7333333333333
2431,329.59999999999997
2432,244.23333333333335
2433,200.9666666666667
2434,300.7
2435,334.53333333333336
2436,262.76666666666665
2437,402.9666666666667
2438,267.6333333333334
2439,285.23333333333335
2440,303.7666666666667
2441,333.3666666666667
2442,298.6333333333334
2443,418.1000000000001
2444,314.03333333333336
2445,376.5
2446,235.4666666666667
2447,244.26666666666665
2448,347.43333333333334
2449,292.8333333333333
2450,307.8
2451,391.0
2452,271.06666666666666
2453,280.9
2454,289.56666666666666
2455,364.3
2456,314.5
2457,273.6333333333333
2458,292.1666666666667
2459,322.59999999999997
2460,271.2
2461,246.9333333333333
2462,300.8
2463,308.76666666666665
2464,369.56666666666666
2465,292.43333333333334
2466,313.56666666666666
2467,315.06666666666666
2468,336.56666666666666
2469,274.5
2470,303.0333333333333
2471,316.43333333333334
2472,274.8666666666666
2473,257.59999999999997
2474,242.5333333333333
2475,233.96666666666667
2476,394.7666666666667
2477,345.0
2478,320.8333333333333
2479,282.09999999999997
2480,330.3333333333333
2481,205.4
2482,279.9
2483,280.40000000000003
2484,293.3333333333333
2485,308.6666666666667
2486,243.5
2487,319.79999999999995
2488,369.23333333333335
2489,309.1666666666667
2490,259.26666666666665
2491,267.6666666666667
2492,301.93333333333334
2493,266.09999999999997
2494,316.8
2495,285.1333333333333
2496,316.09999999999997
2497,277.73333333333335
2498,314.1333333333333
2499,262.46666666666664
2500,280.2666666666667
2501,275.53333333333336
2502,292.1333333333333
2503,233.36666666666667
2504,309.6666666666667
2505,246.06666666666663
2506,252.73333333333335
2507,276.8
2508,264.40000000000003
2509,267.03333333333336
2510,282.7
2511,239.4333333333333
2512,286.09999999999997
2513,254.0
2514,287.2666666666667
2515,281.1666666666667
2516,266.73333333333335
2517,293.3
2518,255.83333333333334
2519,270.53333333333336
2520,278.03333333333336
2521,274.56666666666666
2522,178.79999999999998
2523,223.9666666666667
2524,321.4666666666667
2525,262.6333333333334
2526,297.7
2527,248.4333333333333
2528,260.0333333333333
2529,304.40000000000003
2530,243.89999999999998
2531,210.5333333333333
2532,234.33333333333334
2533,220.76666666666665
2534,219.63333333333333
2535,268.1333333333333
2536,281.43333333333334
2537,228.26666666666665
2538,233.29999999999998
2539,178.76666666666665
2540,244.9333333333333
2541,257.6666666666667
2542,338.23333333333335
2543,232.0333333333333
2544,215.66666666666666
2545,172.6
2546,256.8666666666666
2547,253.6
2548,298.53333333333336
2549,325.09999999999997
2550,215.1
2551,223.76666666666665
2552,231.20000000000002
2553,282.7
2554,202.13333333333333
2555,278.8333333333333
2556,275.26666666666665
2557,311.06666666666666
2558,236.79999999999998
2559,255.9333333333333
2560,288.26666666666665
2561,281.4
2562,256.9666666666667
2563,244.29999999999998
2564,231.16666666666666
2565,287.6333333333333
2566,165.3
2567,293.3
2568,269.8
2569,201.33333333333334
2570,281.2
2571,222.9333333333333
2572,233.13333333333335
2573,247.70000000000002
2574,261.06666666666666
2575,265.53333333333336
2576,256.1666666666667
2577,272.8
2578,229.9
2579,212.79999999999998
2580,225.36666666666667
2581,253.73333333333332
2582,231.4333333333333
2583,300.3333333333333
2584,170.83333333333334
2585,242.33333333333334
2586,271.8666666666666
2587,230.66666666666666
2588,294.53333333333336
2589,265.8
2590,299.59999999999997
2591,277.5
2592,222.23333333333335
2593,193.73333333333332
2594,234.66666666666666
2595,241.1
2596,249.6
2597,324.3666666666667
2598,247.36666666666665
2599,264.76666666666665
2600,269.6666666666667
2601,264.03333333333336
2602,174.83333333333334
2603,283.8
2604,243.89999999999998
2605,262.5
2606,246.4333333333333
2607,233.86666666666665
2608,262.3666666666667
2609,186.9666666666667
2610,215.46666666666667
2611,221.5
2612,226.96666666666667
2613,307.73333333333335
2614,254.33333333333334
2615,305.1333333333334
2616,243.9
2617,209.53333333333333
2618,279.6666666666667
2619,265.6333333333333
2620,240.4
2621,245.23333333333335
2622,270.7
2623,299.90000000000003
2624,215.66666666666666
2625,255.5
2626,220.4333333333333
2627,260.46666666666664
2628,173.33333333333334
2629,241.80000000000004
2630,309.3333333333333
2631,198.29999999999998
2632,260.6333333333334
2633,250.5333333333333
2634,213.13333333333335
2635,286.7
2636,273.09999999999997
2637,321.1333333333334
2638,193.79999999999998
2639,285.53333333333336
2640,353.79999999999995
2641,227.33333333333334
2642,278.99999999999994
2643,241.19999999999996
2644,325.93333333333334
2645,177.43333333333337
2646,310.93333333333334
2647,229.76666666666665
2648,315.79999999999995
2649,253.86666666666667
2650,277.09999999999997
2651,294.23333333333335
2652,282.86666666666673
2653,201.79999999999998
2654,205.46666666666667
2655,230.86666666666665
2656,205.83333333333334
2657,208.33333333333334
2658,243.9666666666667
2659,217.73333333333335
2660,295.53333333333336
2661,242.16666666666666
2662,220.9333333333333
2663,309.8666666666666
2664,265.73333333333335
2665,228.5
2666,231.79999999999998
2667,259.3
2668,234.33333333333334
2669,326.0
2670,273.8666666666666
2671,250.4333333333333
2672,252.63333333333333
2673,198.4
2674,173.16666666666666
2675,267.26666666666665
2676,258.7666666666667
2677,259.9
2678,274.90000000000003
2679,254.9333333333333
2680,187.96666666666667
2681,266.5333333333333
2682,212.83333333333334
2683,266.06666666666666
2684,246.53333333333333
2685,214.46666666666667
2686,242.9666666666667
2687,224.46666666666667
2688,222.03333333333333
2689,224.5666666666667
2690,237.63333333333333
2691,262.96666666666664
2692,293.3666666666666
2693,219.4
2694,235.86666666666667
2695,301.43333333333334
2696,273.0
2697,268.3666666666667
2698,281.73333333333335
2699,338.8333333333333
2700,273.06666666666666
2701,221.9
2702,291.76666666666665
2703,250.33333333333334
2704,347.0333333333333
2705,294.09999999999997
2706,257.73333333333335
2707,226.1
2708,233.5
2709,243.03333333333333
2710,379.1666666666667
2711,332.96666666666664
2712,145.20000000000002
2713,284.73333333333335
2714,231.20000000000002
2715,226.13333333333333
2716,221.63333333333333
2717,328.09999999999997
2718,242.83333333333334
2719,230.5333333333333
2720,293.2
2721,281.46666666666664
2722,214.4
2723,252.6
2724,274.8
2725,299.6333333333334
2726,282.6666666666667
2727,257.26666666666665
2728,252.86666666666667
2729,205.86666666666667
2730,229.23333333333335
2731,216.70000000000002
2732,276.06666666666666
2733,272.3333333333333
2734,237.73333333333332
2735,269.56666666666666
2736,230.29999999999998
2737,228.4666666666667
2738,299.53333333333336
2739,261.3666666666667
2740,252.1
2741,229.83333333333334
2742,252.0
2743,218.13333333333333
2744,278.43333333333334
2745,224.13333333333333
2746,281.93333333333334
2747,272.43333333333334
2748,279.90000000000003
2749,223.76666666666665
2750,167.20000000000002
2751,302.6666666666667
2752,318.03333333333336
2753,286.8666666666667
2754,247.70000000000002
2755,234.20000000000002
2756,229.0666666666667
2757,283.06666666666666
2758,222.33333333333334
2759,235.33333333333334
2760,233.33333333333334
2761,273.56666666666666
2762,201.0666666666667
2763,204.13333333333333
2764,286.8
2765,288.3
2766,263.43333333333334
2767,264.7
2768,202.69999999999996
2769,169.56666666666666
2770,225.5
2771,276.93333333333334
2772,262.4666666666667
2773,274.5
2774,241.96666666666667
2775,297.9666666666667
2776,201.16666666666666
2777,285.9666666666667
2778,219.76666666666665
2779,240.16666666666666
2780,191.5
2781,235.83333333333334
2782,179.9
2783,212.9333333333333
2784,202.4
2785,270.1666666666667
2786,190.46666666666667
2787,181.96666666666667
2788,165.79999999999998
2789,204.96666666666667
2790,206.53333333333333
2791,197.33333333333334
2792,204.4
2793,226.5666666666667
2794,185.5
2795,198.86666666666667
2796,164.9
2797,201.9
2798,222.73333333333335
2799,153.73333333333335
2800,204.23333333333335
2801,229.26666666666665
2802,205.9333333333333
2803,180.6
2804,146.70000000000002
2805,203.86666666666667
2806,226.70000000000002
2807,201.83333333333334
2808,223.86666666666665
2809,215.4
2810,166.5666666666667
2811,213.73333333333335
2812,216.63333333333335
2813,189.79999999999998
2814,194.69999999999996
2815,205.96666666666667
2816,229.0666666666667
2817,233.39999999999998
2818,198.83333333333334
2819,198.4
2820,201.73333333333335
2821,286.2
2822,154.96666666666667
2823,148.39999999999998
